pk,model,fields,,,,,,,,,,,,,,,,,
,,vender_code,sku,name,abbreviated_name,brand,size_value,size_unit,price,vat_code,product_information,ingredients,free_from,allergens,usage,category_id,barcode,tags,weight_g
,products.product,0200,,Vitamin B5 350mg - 30 Veg Caps,Vitamin B5 350mg 30 Caps,viridian,30,,€9.55,T1,"B5 (pantothenic acid) contributes to normal mental performance and a reduction in tiredness and fatigue. Vitamin B5 also contributes to the normal synthesis and metabolism of steroid hormones, vitamin D and some neurotransmitters. ","D-Ca pantothenate (vitamin B5) 350mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare professional.",32,5060003592006,B Vitamins,110
,products.product,0202,,Vitamin B5 350mg - 90 Veg Caps,Vitamin B5 350mg 90 Caps,viridian,90,caps,€23.75,T1,"B5 (pantothenic acid) contributes to normal mental performance and a reduction in tiredness and fatigue. Vitamin B5 also contributes to the normal synthesis and metabolism of steroid hormones, vitamin D and some neurotransmitters. ","D-Ca pantothenate (vitamin B5) 350mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare professional.",32,5060003592020,B Vitamins,210
,products.product,0203,,Biotin 2500ug - 90 Veg Caps,Biotin 2500ug 90 Caps,viridian,90,caps,€20.50,T1,"Biotin is a B-complex vitamin that contributes to the maintenance of normal hair and skin.  Biotin is recommended at a daily amount of 2500ug, making Viridian Nutrition’s Biotin a convenient one-a-day supplement for inside out health. ","Biotin 2500ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,Directions: As a food supplement take one capsule daily with food or as recommended by your healthcare practitioner.,32,5060003592037,B Vitamins,138
,products.product,0204,,Hi-Potency Vitamin B12 1000ug - 60 Veg Caps    ,Hi-Pot Vit B12 1000ug  60 Caps,viridian,60,caps,€17.00,T1,Vitamin B12 1000ug provides “active” vitamin B12 as methyl and adenosylcobalamin. Each capsule provides 1000ug and is as effective as sublingual B12. Vitamin B12 contributes to normal functioning of the nervous system and the reduction of tiredness and fatigue.,"Adenosylcobalamin (Vitamin B12) 500ug, 
Methylcobalamin (Vitamin B12) 500ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,Directions: As a food supplement take one capsule daily with food or as recommended by your healthcare practitioner.,32,5060003592044,B Vitamins,114
,products.product,0207,,Folic Acid (400ug) with DHA - 90 Veg Caps,Folic Acid 400ug w DHA 90 caps,viridian,90,caps,€18.30,T1,"Folic acid is a member of the B complex family. The Government's Chief Medical Officers advise that all women planning a pregnancy should take a 400ug folic acid supplement daily from the start of trying to conceive until at least the 12th week of pregnancy. Folic acid (folate) contributes to a reduction in tiredness and fatigue, the normal function of the immune system, normal psychological function, and the processes of normal homocysteine metabolism, amino acid synthesis, cell division and blood formation. DHA (docosahexaenoic acid) is an omega 3 fatty acid. ","Folic Acid 400ug, 
DHA 10mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",32,5060003592075,B Vitamins,186
,products.product,0210,,Myo-Inositol & Folic Acid Powder - 120g,Myo-Inositol & Folic Acid Pwdr,viridian,120,g,€27.75,T1,"A unique blend of Myo-Inositol and Folic acid, in a pleasant tasting powder.  Folate contributes to maternal tissue growth during pregnancy.  Provides optimal levels of these nutrients in the right combination. ","Myo-Inositol 1000mg, 
Organic Folic Acid 100mg",TRUE,0,"Directions: As a food supplement, take two heaped scoops mixed into water or juice twice daily with food, or as directed by your healthcare professional. ",32,5060003592105,B Vitamins,306
,products.product,0211,,Hi-Potency Vitamin B3 - 30 Veg Caps ,Hi-Potency Vitamin B3 30 Caps,viridian,30,caps,€11.40,T1,"High Potency Vitamin B3 provides vitamin B3 in two forms, as nicotinic acid and nicotinamide. These two forms play different roles in the body. Note: Nicotinic acid may cause skin flushes in sensitive individuals.","Nicotinic Acid (Vitamin B3) 50mg, 
Nicotinamide (vitamin B3) 200mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,Directions: Take one capsule 1 -2 times daily with food or as recommended by your healthcare practitioner.,32,5060003592112,B Vitamins,125
,products.product,0212,,Hi-Potency Vitamin B3 - 90 Veg Caps,Hi-Potency Vitamin B3 90 Caps,viridian,90,caps,€22.15,T1,"High Potency Vitamin B3 provides vitamin B3 in two forms, as nicotinic acid and nicotinamide. These two forms play different roles in the body. Note: Nicotinic acid may cause skin flushes in sensitive individuals.","Nicotinic Acid (Vitamin B3) 50mg, 
Nicotinamide (vitamin B3) 200mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,Directions: Take one capsule 1 -2 times daily with food or as recommended by your healthcare practitioner.,32,5060003592129,B Vitamins,204
,products.product,0213,,Organic Viridikid Liquid C drops - 50ml,Organic ViridiKid C Drops,viridian,50,ml,€21.05,T1,"Viridian's Acerola Cherry Collection is a range of pure fruit sourced vitamin C, all certified organic and naturally rich in this essential nutrient.

Delivering up to 30x more vitamin C than oranges, acerola cherry is a potent natural source of vitamin C, ideal to support normal immunity. 


The organic Viridikid Liquid C Drops feature acerola cherries which are grown ecologically in Brazil. Here, the ideal climate ensures the richest cherries and hand harvesting preserves the delicate fruit whilst maintaining a sustainable operation. The farm operates a program to give back to the community and support the local people.

Once harvested the acerola cherries are freeze dried to lock in nutrients and ensure the highest possible vitamin C content. The vitamin C packed acerola cherry is then added to organic glycerine (from coconut) and organic natural orange oil for a great taste.

These delicious drops are easy to drop straight into the mouth, or can be mixed into food and drink. Suitable for children from 6 months and upwards.

KEY FEATURES:

Fruit sourced and simply processed
Naturally rich in vitamin C
100% organic, Soil Association certified
Freeze dried to retain nutrients
Can be dropped into the mouth
Can be mixed into cold food and drinks
No sugar or artificial additives

Also available as a tasty liquid for older kids and adults to enjoy from the spoon and as a powder for all the family, easily dissolved in water or mixed into juices and smoothies. The Viridian Acerola Cherry Collection is a delicious way to get a natural boost of vitamin C and our new range of 100% organic supplements help the whole family get the most out of nature.","2ml provides:
Acerola Cherry (malpighia glabra) 217mg
Providing vitamin C 40mg
In a base of glycerine (from organic coconut), organic orange oil and water.",TRUE,0,"Using the dropper, add 2ml daily to food, drink or into mouth (avoid direct mouth contact with glass pipette) or as
recommended by your healthcare professional. Suitable for children 6 months and upwards.",32,5060003592136,Vitamin C,150
,products.product,0214,,Organic Acerola Liquid C - 100ml,Organic Acerola Liquid C 100ml,viridian,100,ml,€31.00,T1,"Viridian's Acerola Cherry Collection is a range of pure fruit sourced vitamin C, all certified organic and naturally rich in this essential nutrient.

Delivering up to 30x more vitamin C than oranges, acerola cherry is a potent natural source of vitamin C, ideal to support normal immunity. 


Organic Acerola Liquid C features acerola cherries which are grown ecologically in Brazil. Here, the ideal climate ensures the richest cherries and hand harvesting preserves the delicate fruit whilst maintaining a sustainable operation. The farm operates a program to give back to the community and support the local people.

Once harvested the acerola cherries are freeze dried to lock in nutrients and ensure the highest possible vitamin C content. The vitamin C packed acerola cherry is then added to organic glycerine (from coconut) and organic natural orange oil for a great flavour.

This tasty liquid can be enjoyed straight from the spoon, or mixed into cold liquids. 

KEY FEATURES:

Fruit sourced and simply processed
Naturally rich in vitamin C
100% organic, Soil Association certified
Freeze dried to retain nutrients
Liquid is tasty and easy to take straight from the spoon
No sugar or artificial additives

Also available as a powder to mix in juices and smoothies, or delicious drops for the little ones. The Viridian Acerola Cherry Collection is a tasty way to get a natural boost of vitamin C and our new range of 100% organic supplements help the whole family get the most out of nature.","Each 5ml teaspoon provides:
Acerola Cherry (malpighia glabra) 544mg
Providing vitamin C 100mg
In a base of glycerine (from organic coconut), organic orange oil and water.",TRUE,0,"As a food supplement, take one teaspoon daily with food, or as directed by your healthcare professional.",32,5060003592143,Vitamin C,200
,products.product,0215,,Extra C 550mg 30 Veg Caps,Extra C 550mg 30 Veg Caps,viridian,30,caps,€10.85,T1,"Extra C is a high potency form of vitamin C, developed and clinically researched to deliver enhanced absorption and retention. The addition of lipid metabolites enhances bioavailability, making it more rapidly absorbed and more highly retained by the human body than other traditional forms of vitamin C. The result is an increase in the distribution of vitamin C to the cells helping to deliver optimal levels. Extra C is formulated from natural ingredients with the vitamin C derived via a corn fermentation processes.
Vitamin C is an essential nutrient for the body. It is crucial for the normal function of the immune system and is required for the normal operation of many structures in the body including, bones, teeth and gums. It also supports skin by contributing to normal collagen formation and contributes to the protection of cells from oxidative stress. In addition, vitamin C helps maintain normal energy levels and psychological function. ","Pureway C 550mg
providing:
Vitamin C (as ascorbic acid) 495mg
Citrus bioflavonoids 27.5mg
Fatty acid blend 27.5mg
In a base of alfalfa, spirulina and bilberry
Vegan (HMPC) capsule",TRUE,0,Directions: As a food supplement take one to three capsules daily with food or as recommended by your healthcare practitioner.,32,5060003592150,Vitamin C,150
,products.product,0216,,Extra C 550mg 90 Veg Caps,Extra C 550mg 90 Veg Caps,viridian,90,,€29.10,T1,"Extra C is a high potency form of vitamin C, developed and clinically researched to deliver enhanced absorption and retention. The addition of lipid metabolites enhances bioavailability, making it more rapidly absorbed and more highly retained by the human body than other traditional forms of vitamin C. The result is an increase in the distribution of vitamin C to the cells helping to deliver optimal levels. Extra C is formulated from natural ingredients with the vitamin C derived via a corn fermentation processes.
Vitamin C is an essential nutrient for the body. It is crucial for the normal function of the immune system and is required for the normal operation of many structures in the body including, bones, teeth and gums. It also supports skin by contributing to normal collagen formation and contributes to the protection of cells from oxidative stress. In addition, vitamin C helps maintain normal energy levels and psychological function. ","Pureway C 550mg
providing:
Vitamin C (as ascorbic acid) 495mg
Citrus bioflavonoids 27.5mg
Fatty acid blend 27.5mg
In a base of alfalfa, spirulina and bilberry
Vegan (HMPC) capsule",TRUE,0,Directions: As a food supplement take one to three capsules daily with food or as recommended by your healthcare practitioner.,32,5060003592167,Vitamin C,200
,products.product,0217,,Extra C 550mg 150 Veg Caps,Extra C 550mg 150 Veg Caps,viridian,150,caps,€45.00,T1,"Extra C is a high potency form of vitamin C, developed and clinically researched to deliver enhanced absorption and retention. The addition of lipid metabolites enhances bioavailability, making it more rapidly absorbed and more highly retained by the human body than other traditional forms of vitamin C. The result is an increase in the distribution of vitamin C to the cells helping to deliver optimal levels. Extra C is formulated from natural ingredients with the vitamin C derived via a corn fermentation processes.
Vitamin C is an essential nutrient for the body. It is crucial for the normal function of the immune system and is required for the normal operation of many structures in the body including, bones, teeth and gums. It also supports skin by contributing to normal collagen formation and contributes to the protection of cells from oxidative stress. In addition, vitamin C helps maintain normal energy levels and psychological function. ","Pureway C 550mg
providing:
Vitamin C (as ascorbic acid) 495mg
Citrus bioflavonoids 27.5mg
Fatty acid blend 27.5mg
In a base of alfalfa, spirulina and bilberry
Vegan (HMPC) capsule",TRUE,0,Directions: As a food supplement take one to three capsules daily with food or as recommended by your healthcare practitioner.,32,5060003592174,Vitamin C,250
,products.product,0218,,Extra C 950mg 30 Veg Caps,Extra C 950mg 30 Veg Caps,viridian,30,caps,€17.30,T1,"Extra C is a high potency form of vitamin C, developed and clinically researched to deliver enhanced absorption and retention. The addition of lipid metabolites enhances bioavailability, making it more rapidly absorbed and more highly retained by the human body than other traditional forms of vitamin C. The result is an increase in the distribution of vitamin C to the cells helping to deliver optimal levels. Extra C is formulated from natural ingredients with the vitamin C derived via a corn fermentation processes.
Vitamin C is an essential nutrient for the body. It is crucial for the normal function of the immune system and is required for the normal operation of many structures in the body including, bones, teeth and gums. It also supports skin by contributing to normal collagen formation and contributes to the protection of cells from oxidative stress. In addition, vitamin C helps maintain normal energy levels and psychological function. ","Pureway C 950mg
providing:
Vitamin C (as ascorbic acid) 855mg
Citrus bioflavonoids 47.5mg
Fatty acid blend 47.5mg
In a base of alfalfa, spirulina and bilberry
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement,  take one capsule 1 - 3 times daily with food or as recommended by your healthcare practitioner.",32,5060003592181,Vitamin C,150
,products.product,0219,,Extra C 950mg 90 Veg Caps,Extra C 950mg 90 Veg Caps,viridian,90,caps,€44.70,T1,"Extra C is a high potency form of vitamin C, developed and clinically researched to deliver enhanced absorption and retention. The addition of lipid metabolites enhances bioavailability, making it more rapidly absorbed and more highly retained by the human body than other traditional forms of vitamin C. The result is an increase in the distribution of vitamin C to the cells helping to deliver optimal levels. Extra C is formulated from natural ingredients with the vitamin C derived via a corn fermentation processes.
Vitamin C is an essential nutrient for the body. It is crucial for the normal function of the immune system and is required for the normal operation of many structures in the body including, bones, teeth and gums. It also supports skin by contributing to normal collagen formation and contributes to the protection of cells from oxidative stress. In addition, vitamin C helps maintain normal energy levels and psychological function. ","Pureway C 950mg
providing:
Vitamin C (as ascorbic acid) 855mg
Citrus bioflavonoids 47.5mg
Fatty acid blend 47.5mg
In a base of alfalfa, spirulina and bilberry
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement,  take one capsule 1 - 3 times daily with food or as recommended by your healthcare practitioner.",32,5060003592198,Vitamin C,250
,products.product,0220,,Extra C 950mg 120 Veg Caps,Extra C 950mg 120 Veg Cap,viridian,120,caps,€52.45,T1,"Extra C is a high potency form of vitamin C, developed and clinically researched to deliver enhanced absorption and retention. The addition of lipid metabolites enhances bioavailability, making it more rapidly absorbed and more highly retained by the human body than other traditional forms of vitamin C. The result is an increase in the distribution of vitamin C to the cells helping to deliver optimal levels. Extra C is formulated from natural ingredients with the vitamin C derived via a corn fermentation processes.
Vitamin C is an essential nutrient for the body. It is crucial for the normal function of the immune system and is required for the normal operation of many structures in the body including, bones, teeth and gums. It also supports skin by contributing to normal collagen formation and contributes to the protection of cells from oxidative stress. In addition, vitamin C helps maintain normal energy levels and psychological function. ","Pureway C 950mg
providing:
Vitamin C (as ascorbic acid) 855mg
Citrus bioflavonoids 47.5mg
Fatty acid blend 47.5mg
In a base of alfalfa, spirulina and bilberry
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement,  take one capsule 1 - 3 times daily with food or as recommended by your healthcare practitioner.",32,5060003592204,Vitamin C,250
,products.product,0221,,Vitamin C 500mg with Zinc 30 Veg Caps,Vitamin C 500mg with Zinc 30,viridian,30,caps,€16.45,T1,"Vitamin C + Zinc is a balanced tri-ascorbate blend developed to provide support for the immune system. 


Ascorbic acid, sourced from natural corn is bound with zinc, magnesium and calcium to buffer it and therefore reduce the acidity. This makes it gentler on the stomach. The addition of zinc also supports normal immunity.


Vitamin C plays a crucial role in many parts of the body and as well as supporting normal immunity, it is known to contribute to normal collagen function which is needed for many structures in the body including skin and blood vessels, as well as supporting normal psychological function and iron absorption. It can also assist in supporting the protection of cells from oxidative stress and helping to reduce tiredness and fatigue. ","Vitamin C 500mg
As Magnesium Ascorbate providing Magnesium 17mg
As Calcium Ascorbate providing Calcium 28mg
As Zinc Ascorbate providing Zinc 5mg
Citrus Bioflavonoids  Providing 85% hesperidin 50mg
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement,  take one capsule 1 - 3 times daily with food or as recommended by your healthcare practitioner.",32,5060003592211,Vitamin C,150
,products.product,0222,,Vitamin C 500mg with Zinc 90 Veg Caps,Vitamin C 500mg with Zinc 90,viridian,90,caps,€33.75,T1,"Vitamin C + Zinc is a balanced tri-ascorbate blend developed to provide support for the immune system. 


Ascorbic acid, sourced from natural corn is bound with zinc, magnesium and calcium to buffer it and therefore reduce the acidity. This makes it gentler on the stomach. The addition of zinc also supports normal immunity.


Vitamin C plays a crucial role in many parts of the body and as well as supporting normal immunity, it is known to contribute to normal collagen function which is needed for many structures in the body including skin and blood vessels, as well as supporting normal psychological function and iron absorption. It can also assist in supporting the protection of cells from oxidative stress and helping to reduce tiredness and fatigue. ","Vitamin C 500mg
As Magnesium Ascorbate providing Magnesium 17mg
As Calcium Ascorbate providing Calcium 28mg
As Zinc Ascorbate providing Zinc 5mg
Citrus Bioflavonoids  Providing 85% hesperidin 50mg
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement,  take one capsule 1 - 3 times daily with food or as recommended by your healthcare practitioner.",32,5060003592228,Vitamin C,250
,products.product,0223,,Vitamin C and Zinc Powder - 100g,Vitamin C + Zinc Powder 100g,viridian,100g,,€39.05,T1,"Vitamin C + Zinc is a balanced tri-ascorbate blend developed to provide support for the immune system. 


Ascorbic acid, sourced from natural corn is bound with zinc, magnesium and calcium to buffer it and therefore reduce the acidity. This makes it gentler on the stomach. The addition of zinc also supports normal immunity.


Vitamin C plays a crucial role in many parts of the body and as well as supporting normal immunity, it is known to contribute to normal collagen function which is needed for many structures in the body including skin and blood vessels, as well as supporting normal psychological function and iron absorption. It can also assist in supporting the protection of cells from oxidative stress and helping to reduce tiredness and fatigue. ","Vitamin C 1125mg
As Magnesium Ascorbate providing Magnesium 40mg
As Calcium Ascorbate providing Calcium 65mg
As Zinc Ascorbate providing Zinc 11mg
Citrus Bioflavonoids  Providing 85% hesperidin 50mg",TRUE,0,"Directions: As a food supplement, stir half a level teaspoon into water or juice and drink one to two times daily, or as directed by your healthcare professional.",32,5060003592235,Vitamin C,300
,products.product,0228,,Co-enzyme B-Complex - 30 Veg Caps          ,Co-enzyme B-Complex 30 Caps,viridian,30,caps,€26.15,T1,"A balanced B-complex providing B vitamins alongside, their methylated and phosphorylated forms. These ‘co-enzyme’ forms of the essential nutrients are available in a format that are a step further down the metabolic pathway and therefore more easily utilised by the body which is particularly important for those with certain genetic polymorphisms. Vitamins B1, B2, B3, B5, B6 and B12 all contribute to normal energy production and help reduce tiredness and fatigue.","Magnesium Ascorbate 150mg, 
Magnesium oxide 100mg, 
Choline bitartrate 20mg, 
Thiamine (Vitamin B1) 30mg, 
D-Ca pantothenate (vitamin B5) 30mg, 
Pyridoxine HCl (Vitamin B6) 20mg, 
Pyridoxine 5-Phosphate (Vitamin B6) 5mg, 
Vitamin B2 (Riboflavin) 25mg, 
Riboflavin 5-Phosphate (Vitamin B2) 5mg, 
Nicotinamide (vitamin B3) 25mg, 
NADH  5mg, 
Inositol  20mg, 
Co-Q10 (Ubiquinone) 10mg, 
Adenosylcobalamin (Vitamin B12) 200ug, 
Methylcobalamin (Vitamin B12) 200ug, 
Biotin 300ug, 
5-MTHF 200ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,DIRECTION: As a food supplement take one capsule daily with food or as recommended by your healthcare practitioner.,32,5060003592280,B Complex,118
,products.product,0229,,Co-enzyme B-Complex - 60 Veg Caps                        ,Co-enzyme B-Complex 60 Caps,viridian,60,caps,€46.40,T1,"A balanced B-complex providing B vitamins alongside, their methylated and phosphorylated forms. These ‘co-enzyme’ forms of the essential nutrients are available in a format that are a step further down the metabolic pathway and therefore more easily utilised by the body which is particularly important for those with certain genetic polymorphisms. Vitamins B1, B2, B3, B5, B6 and B12 all contribute to normal energy production and help reduce tiredness and fatigue.","Magnesium Ascorbate 150mg, 
Magnesium oxide 100mg, 
Choline bitartrate 20mg, 
Thiamine (Vitamin B1) 30mg, 
D-Ca pantothenate (vitamin B5) 30mg, 
Pyridoxine HCl (Vitamin B6) 20mg, 
Pyridoxine 5-Phosphate (Vitamin B6) 5mg, 
Vitamin B2 (Riboflavin) 25mg, 
Riboflavin 5-Phosphate (Vitamin B2) 5mg, 
Nicotinamide (vitamin B3) 25mg, 
NADH  5mg, 
Inositol  20mg, 
Co-Q10 (Ubiquinone) 10mg, 
Adenosylcobalamin (Vitamin B12) 200ug, 
Methylcobalamin (Vitamin B12) 200ug, 
Biotin 300ug, 
5-MTHF 200ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,DIRECTION: As a food supplement take one capsule daily with food or as recommended by your healthcare practitioner.,32,5060003592297,B Complex,168
,products.product,0230,,HIGH ONE Vitamin B1 w/ B-Complex - 30 Veg Caps ,HIGH ONE Vit B1 w B-Complex 30,viridian,30,caps,€11.85,T1,"Each of the Viridian B-complex supplements offer a full array of the B vitamins together with a higher level of a featured B vitamin. This supplement features a higher level of thiamine (vitamin B1). B1 contributes to the normal function of the heart, and to normal psychological function, energy-yielding metabolism and the normal functioning of the nervous system.
B complex vitamins (B1, B2, B3, B5, B6 & B12) contribute to the reduction of tiredness and fatigue, to normal psychological function and mental performance, energy-yielding metabolism, the regulation of hormonal activity, the functioning of the immune, cardio and nervous systems and the maintenance of normal skin, mucous membranes, vision and red blood cells. B complex vitamins also contribute to the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases.","Thiamine (Vitamin B1) 200mg, 
D-Ca pantothenate (vitamin B5) 50mg, 
Nicotinamide (vitamin B3) 50mg, 
Vitamin B2 (Riboflavin) 20mg, 
Pyridoxine HCl (Vitamin B6) 20mg, 
Choline bitartrate 8mg, 
Inositol  20mg, 
Biotin 200ug, 
Folic Acid 200ug, 
Adenosylcobalamin (Vitamin B12) 10ug, 
Methylcobalamin (Vitamin B12) 10ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",32,5060003592303,B Complex,116
,products.product,0232,,HIGH ONE Vitamin B1 w/ B-Complex - 90 Veg Caps ,HIGH ONE Vit B1 w B-Complex 90,viridian,90,caps,€28.00,T1,"Each of the Viridian B-complex supplements offer a full array of the B vitamins together with a higher level of a featured B vitamin. This supplement features a higher level of thiamine (vitamin B1). B1 contributes to the normal function of the heart, and to normal psychological function, energy-yielding metabolism and the normal functioning of the nervous system.
B complex vitamins (B1, B2, B3, B5, B6 & B12) contribute to the reduction of tiredness and fatigue, to normal psychological function and mental performance, energy-yielding metabolism, the regulation of hormonal activity, the functioning of the immune, cardio and nervous systems and the maintenance of normal skin, mucous membranes, vision and red blood cells. B complex vitamins also contribute to the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases.","Thiamine (Vitamin B1) 200mg, 
D-Ca pantothenate (vitamin B5) 50mg, 
Nicotinamide (vitamin B3) 50mg, 
Vitamin B2 (Riboflavin) 20mg, 
Pyridoxine HCl (Vitamin B6) 20mg, 
Choline bitartrate 8mg, 
Inositol  20mg, 
Biotin 200ug, 
Folic Acid 200ug, 
Adenosylcobalamin (Vitamin B12) 10ug, 
Methylcobalamin (Vitamin B12) 10ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",32,5060003592327,B Complex,214
,products.product,0235,,HIGH TWO Vitamin B2 w/ B-Complex - 30 Veg Caps ,HIGH TWO Vit B2 w B-Complex 30,viridian,30,caps,€12.65,T1,"Each of the Viridian B-complex supplements offer a full array of the B vitamins together with a higher level of a featured B vitamin. This supplement features a higher level of riboflavin (vitamin B2). B2 contributes to the reduction of tiredness and fatigue, to normal psychological function, energy-yielding metabolism, the functioning of the nervous system and the maintenance of normal skin, vision, red blood cells, and mucous membranes. B2 also contributes to the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases. B complex vitamins (B1, B2, B3, B5, B6 & B12) contribute to the reduction of tiredness and fatigue, to normal psychological function and mental performance, energy-yielding metabolism, the regulation of hormonal activity, the functioning of the immune, cardio and nervous systems and the maintenance of normal skin, mucous membranes, vision and red blood cells. B complex vitamins also contribute to the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases.
","Vitamin B2 (Riboflavin) 200mg, 
Thiamine (Vitamin B1) 20mg, 
D-Ca pantothenate (vitamin B5) 50mg, 
Nicotinamide (vitamin B3) 50mg, 
Pyridoxine HCl (Vitamin B6) 20mg, 
Choline bitartrate 8mg, 
Inositol  20mg, 
Biotin 200ug, 
Folic Acid 200ug, 
Adenosylcobalamin (Vitamin B12) 10ug, 
Methylcobalamin (Vitamin B12) 10ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",32,5060003592358,B Complex,112
,products.product,0237,,HIGH TWO Vitamin B2 w/ B-Complex - 90 Veg Caps ,HIGH TWO Vit B2 w B-Complex 90,viridian,90,caps,€30.75,T1,"Each of the Viridian B-complex supplements offer a full array of the B vitamins together with a higher level of a featured B vitamin. This supplement features a higher level of riboflavin (vitamin B2). B2 contributes to the reduction of tiredness and fatigue, to normal psychological function, energy-yielding metabolism, the functioning of the nervous system and the maintenance of normal skin, vision, red blood cells, and mucous membranes. B2 also contributes to the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases. B complex vitamins (B1, B2, B3, B5, B6 & B12) contribute to the reduction of tiredness and fatigue, to normal psychological function and mental performance, energy-yielding metabolism, the regulation of hormonal activity, the functioning of the immune, cardio and nervous systems and the maintenance of normal skin, mucous membranes, vision and red blood cells. B complex vitamins also contribute to the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases.
","Vitamin B2 (Riboflavin) 200mg, 
Thiamine (Vitamin B1) 20mg, 
D-Ca pantothenate (vitamin B5) 50mg, 
Nicotinamide (vitamin B3) 50mg, 
Pyridoxine HCl (Vitamin B6) 20mg, 
Choline bitartrate 8mg, 
Inositol  20mg, 
Biotin 200ug, 
Folic Acid 200ug, 
Adenosylcobalamin (Vitamin B12) 10ug, 
Methylcobalamin (Vitamin B12) 10ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",32,5060003592372,B Complex,214
,products.product,0247,,HIGH SIX Vitamin B6 w/ B-Complex - 30 Veg Caps ,HIGH SIX Vit B6 w B-Complex 30,viridian,30,caps,€0.00,T1,"Each of the Viridian B-complex supplements offer a full array of the B vitamins together with a higher level of a featured B vitamin. This supplement features a higher level of pyridoxine (vitamin B6).  B6 contributes to the regulation of hormonal activity, the reduction of tiredness and fatigue, the energy-yielding metabolism, to normal psychological function and the functioning of the nervous system. Vitamin B6 also contributes to the normal function of the immune system, to normal homocysteine metabolism and red blood cell formation. B complex vitamins (B1, B2, B3, B5, B6 & B12) contribute to the reduction of tiredness and fatigue, to normal psychological function and mental performance, energy-yielding metabolism, the regulation of hormonal activity, the functioning of the immune, cardio and nervous systems and the maintenance of normal skin, mucous membranes, vision and red blood cells. B complex vitamins also contribute to the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases.
","INGREDIENTS: one vegan capsule provides:
Pyridoxine (Vitamin B6) 200mg
d-Ca pantothenate (Vitamin B5) 20mg
Nicotinamide (Vitamin B3) 50mg
Thiamine (Vitamin B1) 20mg
Riboflavin (Vitamin B2) 20mg
Vitamin B12 (adenosylcobalamin and methylcobalamin) 20ug
Choline bitartrate 8mg
Inositol 20mg
Biotin 0.20mg
Folic acid 200ug
In a base of alfalfa, spirulina & bilberry.
",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",32,5060003592471,B Complex,116
